PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,WEIGHT,HEIGHT,POS,HANDED,DRAFTED,SLIDE CAND.,WAIVERS EXEMPT,ARB. ELIG,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,W,L,SO,GAA,Sv%,TYPE,SIGNING DATE,SIGNING AGE,ARB. ELIG.1,ARB. REQ,CLAUSE,LENGTH,SIGNING,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,MINORS,S.BONUS,P.BONUS
1228. Luke Johnson,MIN,24,"Sep 19, 1994",United States,179 lbs - 81 kg,5' 11 - 180 cm,C,Right,134 - Round 5 - 2013 (CHI),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 1, 2019",24,,,,2,UFA,RFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$175,000",$0,$0
1229. Tyrell Goulbourne,VGK,25,"Jan 26, 1994",Canada,195 lbs - 88 kg,5' 11 - 180 cm,LW,Left,72 - Round 3 - 2013 (PHI),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 1, 2019",25,,,,2,UFA,UFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$225,000",$0,$0
1230. Paul Carey,BOS,30,"Sep 24, 1988",United States,200 lbs - 91 kg,6' 1 - 185 cm,C,Left,135 - Round 5 - 2007 (COL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Mar 26, 2019",30,,,,2,UFA,UFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$375,000",$0,$0
1231. Clark Bishop,CAR,23,"Mar 29, 1996",Canada,199 lbs - 90 kg,6' 1 - 185 cm,C,Left,127 - Round 5 - 2014 (CAR),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 15, 2019",23,,,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$65,000",$0,$0
1232. Andrew Poturalski,ANA,25,"Jan 14, 1994",United States,190 lbs - 86 kg,5' 10 - 178 cm,C,Right,-,,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 2, 2019",25,,,,1,UFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$350,000",$0,$0
1233. Morgan Klimchuk,OTT,24,"Mar 2, 1995",Canada,185 lbs - 84 kg,5'11 - 180 cm,LW,Left,28 - Round 1 - 2013 (CGY),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jun 13, 2019",24,✔,,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$85,000",$0,$0
1234. Joseph Gambardella,EDM,25,"Dec 1, 1993",United States,196 lbs - 89 kg,5' 10 - 178 cm,LW,Left,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"May 29, 2019",25,✔,,,2,RFA,UFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$125,000",$0,$0
1235. Riley Barber,MTL,25,"Feb 7, 1994",United States,198 lbs - 90 kg,6' 0 - 183 cm,RW,Right,167 - Round 6 - 2012 (WSH),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 1, 2019",25,,,,1,UFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$300,000",$0,$0
1236. Anthony Bitetto,WPG,28,"Jul 15, 1990",United States,210 lbs - 95 kg,6' 1 - 185 cm,D,Left,168 - Round 6 - 2010 (NSH),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 2, 2019",28,,,,1,UFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$350,000",$0,$0
1237. Robbie Russo,ARI,26,"Feb 15, 1993",United States,189 lbs - 86 kg,6'0 - 183 cm,D,Right,95 - Round 4 - 2011 (NYI),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jun 5, 2019",26,,,,1,UFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$250,000",$0,$0
1238. Andrew Agozzino,PIT,28,"Jan 3, 1991",Canada,187 lbs - 85 kg,5' 10 - 178 cm,"C, LW",Left,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 1, 2019",28,,,,2,UFA,UFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$400,000",$0,$0
1239. Chad Ruhwedel,PIT,29,"May 7, 1990",United States,191 lbs - 87 kg,5' 11 - 180 cm,D,Right,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"May 23, 2019",29,,,,2,UFA,UFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1240. Brad Malone,EDM,30,"May 20, 1989",Canada,217 lbs - 98 kg,6' 2 - 188 cm,"C, LW",Left,105 - Round 4 - 2007 (COL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jun 3, 2019",30,,,,1,UFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$275,000",$0,$0
1241. Chris Bigras,PHI,24,"Feb 22, 1995",Canada,194 lbs - 88 kg,6' 1 - 185 cm,D,Left,32 - Round 2 - 2013 (COL),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 1, 2019",24,,,,2,UFA,RFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$250,000",$0,$0
1242. Joe Hicketts,DET,23,"May 4, 1996",Canada,180 lbs - 82 kg,5' 8 - 173 cm,D,Left,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 17, 2019",23,,,,2,RFA,RFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$90,000",$0,$0
1243. Troy Grosenick,NSH,29,"Aug 27, 1989",United States,190 lbs - 86 kg,6' 1 - 185 cm,G,Left,-,,,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Standard (2-way),"Mar 1, 2019",29,,,,1,UFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$225,000",$0,$0
1244. Andrew Hammond,BUF,31,"Feb 11, 1988",Canada,220 lbs - 100 kg,6' 1 - 185 cm,G,Left,-,,,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Standard (1-way),"Jul 1, 2019",31,,,,1,UFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1245. Ryan Lomberg,CGY,24,"Sep 12, 1994",Canada,187 lbs - 85 kg,5' 9 - 175 cm,"LW, C",Left,-,,✓,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 16, 2019",24,✔,✔,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$110,000",$0,$0
1246. Nathan Walker,STL,25,"Feb 7, 1994",United Kingdom,186 lbs - 84 kg,5' 9 - 175 cm,LW,Left,89 - Round 3 - 2014 (WSH),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 1, 2019",25,,,,2,UFA,UFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$250,000",$0,$0
1247. Matt Roy,LAK,24,"Mar 1, 1995",United States,200 lbs - 91 kg,6' 1 - 185 cm,D,Right,194 - Round 7 - 2015 (LAK),,✓,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 15, 2019",24,✔,,,2,RFA,RFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$200,000",$0,$0
1248. Nick Lappin,STL,26,"Nov 1, 1992",United States,175 lbs - 79 kg,6' 1 - 185 cm,RW,Right,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 1, 2019",26,,,,1,UFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$375,000",$0,$0
1249. Mario Kempe,LAK,30,"Sep 19, 1988",Sweden,185 lbs - 84 kg,6' 0 - 183 cm,"C, LW",Left,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 5, 2019",30,,,,1,UFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$225,000",$0,$0
1250. Josh Teves,VAN,24,"Feb 18, 1995",Canada,170 lbs - 77 kg,6' 0 - 183 cm,D,Left,-,,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 9, 2019",24,,,,2,RFA,RFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$125,000",$0,$0
1251. Nathan Walker,STL,25,"Feb 7, 1994",United Kingdom,186 lbs - 84 kg,5' 9 - 175 cm,LW,Left,89 - Round 3 - 2014 (WSH),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 1, 2019",25,,,,2,UFA,UFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$250,000",$0,$0
1252. Matt Roy,LAK,24,"Mar 1, 1995",United States,200 lbs - 91 kg,6' 1 - 185 cm,D,Right,194 - Round 7 - 2015 (LAK),,✓,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 15, 2019",24,✔,,,2,RFA,RFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$200,000",$0,$0
1253. Turner Elson,DET,26,"Sep 13, 1992",Canada,185 lbs - 84 kg,6'0 - 183 cm,LW,Left,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Feb 5, 2019",25,,,,2,UFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$175,000",$0,$0
1254. Spencer Martin,TBL,24,"Jun 8, 1995",Canada,205 lbs - 93 kg,6' 3 - 191 cm,G,Left,63 - Round 3 - 2013 (COL),,,✔,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Standard (2-way),"Jul 1, 2019",24,,,,1,UFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$100,000",$0,$0
1255. Joel Hanley,DAL,28,"Jun 8, 1991",Canada,190 lbs - 86 kg,5' 11 - 180 cm,D,Left,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Feb 20, 2019",28,,,,2,UFA,UFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$275,000",$0,$0
1256. Rinat Valiev,CGY,24,"May 11, 1995",Russia,207 lbs - 94 kg,6' 2 - 188 cm,D,Left,68 - Round 3 - 2014 (TOR),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 16, 2019",24,✔,✔,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$110,000",$0,$0
1257. Patrick Brown,VGK,27,"May 29, 1992",United States,214 lbs - 97 kg,5' 11 - 180 cm,"C, RW",Right,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 1, 2019",27,,,,2,UFA,UFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$450,000",$0,$0
1258. Nolan Stevens,STL,22,"Jul 22, 1996",United States,188 lbs - 85 kg,6' 2 - 188 cm,C,Left,125 - Round 5 - 2016 (STL),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jun 23, 2019",22,,,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$70,000",$0,$0
1259. Dillon Heatherington,DAL,24,"May 9, 1995",Canada,225 lbs - 102 kg,6' 4 - 193 cm,D,Left,50 - Round 2 - 2013 (CBJ),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 9, 2019",24,✔,,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$175,000",$0,$0
1260. Deryk Engelland,VGK,37,"Apr 3, 1982",Canada,214 lbs - 97 kg,6' 2 - 188 cm,D,Right,194 - Round 6 - 2000 (NJD),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,35+ (1-way),"Jul 23, 2019",37,,,,1,UFA,UFA,2020,"$700,000",0.9%,"$1,500,000","$700,000","$700,000","$700,000",$0,"$800,000"
1261. Justin Kloos,ANA,25,"Nov 30, 1993",United States,175 lbs - 79 kg,5' 9 - 175 cm,"C, RW",Right,-,,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 15, 2019",25,✔,,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$85,000",$0,$0
1262. Jacob Nilsson,CHI,25,"Oct 12, 1993",Sweden,180 lbs - 82 kg,5' 10 - 178 cm,"C, LW",Left,-,,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Apr 19, 2019",25,✔,,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$150,000",$0,$0
1263. Brian Pinho,WSH,24,"May 1, 1995",United States,172 lbs - 78 kg,6' 0 - 183 cm,"C, RW",Right,174 - Round 6 - 2013 (WSH),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"May 20, 2019",24,,,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$100,000",$0,$0
1264. Andreas Englund,OTT,23,"Jan 21, 1996",Sweden,189 lbs - 86 kg,6' 3 - 191 cm,D,Left,40 - Round 2 - 2014 (OTT),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jun 17, 2019",23,,,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$80,000",$0,$0
1265. C.J. Smith,BUF,24,"Dec 1, 1994",United States,181 lbs - 82 kg,5' 11 - 180 cm,LW,Left,-,,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 2, 2019",24,✔,,,2,RFA,RFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$100,000",$0,$0
1266. Cory Conacher,TBL,29,"Dec 14, 1989",Canada,180 lbs - 82 kg,5' 8 - 173 cm,LW,Left,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Oct 17, 2018",29,,,,1,UFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1267. Samuel Morin,PHI,23,"Jul 12, 1995",Canada,202 lbs - 92 kg,6' 6 - 198 cm,D,Left,11 - Round 1 - 2013 (PHI),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jun 22, 2018",22,,,,3,RFA,RFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1268. Buddy Robinson,CGY,27,"Sep 30, 1991",United States,236 lbs - 107 kg,6' 5 - 196 cm,RW,Right,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 2, 2018",26,,,,2,UFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$350,000",$0,$0
1269. Joseph Blandisi,PIT,24,"Jul 18, 1994",Canada,187 lbs - 85 kg,5' 11 - 180 cm,C,Left,162 - Round 6 - 2012 (COL),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 2, 2019",24,✔,,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$200,000",$0,$0
1270. Gustav Olofsson,MTL,24,"Dec 1, 1994",Sweden,190 lbs - 86 kg,6' 2 - 188 cm,D,Left,46 - Round 2 - 2013 (MIN),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jun 14, 2019",24,,,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$235,000",$0,$0
1271. Matt Tennyson,NJD,29,"Apr 23, 1990",United States,205 lbs - 93 kg,6' 2 - 188 cm,D,Right,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 1, 2019",29,,,,2,UFA,UFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$350,000",$0,$0
1272. Tanner Fritz,NYI,27,"Aug 20, 1991",Canada,192 lbs - 87 kg,5' 11 - 180 cm,"C, RW",Right,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"May 31, 2019",27,,,,2,UFA,UFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1273. Nick Ebert,OTT,25,"May 11, 1994",United States,203 lbs - 92 kg,6' 0 - 183 cm,D,Right,211 - Round 7 - 2012 (LAK),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jun 10, 2019",25,,,,1,UFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$300,000",$0,$0
1274. Luke Witkowski,TBL,29,"Apr 14, 1990",United States,210 lbs - 95 kg,6' 2 - 188 cm,"D, RW",Right,160 - Round 6 - 2008 (TBL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 1, 2019",29,,,,2,UFA,UFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$250,000",$0,$0
1275. Josh Jacobs,NJD,23,"Feb 15, 1996",United States,200 lbs - 91 kg,6' 2 - 188 cm,D,Right,41 - Round 2 - 2014 (NJD),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 15, 2019",23,,,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$85,000",$0,$0
1276. Mark Letestu,WPG,34,"Feb 4, 1985",Canada,195 lbs - 88 kg,5' 10 - 178 cm,"C, RW",Right,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 2, 2019",34,,,,1,UFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$350,000",$0,$0
1277. John Gilmour,BUF,26,"May 17, 1993",Canada,190 lbs - 86 kg,6' 0 - 183 cm,D,Left,198 - Round 7 - 2013 (CGY),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2019",26,,,,1,UFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1278. T.J. Tynan,COL,27,"Feb 25, 1992",United States,165 lbs - 75 kg,5' 9 - 175 cm,C,Right,67 - Round 3 - 2011 (CBJ),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 1, 2019",27,,,,1,UFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$425,000",$0,$0
1279. Maxime Lagacé,BOS,26,"Jan 12, 1993",Canada,190 lbs - 86 kg,6' 2 - 188 cm,G,Left,-,,,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Standard (2-way),"Jul 1, 2019",26,,,,1,UFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$225,000",$0,$0
1280. Andreas Borgman,TOR,24,"Jun 18, 1995",Sweden,205 lbs - 93 kg,6'0 - 183 cm,D,Left,-,,✓,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Mar 6, 2019",24,✔,,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$200,000",$0,$0
1281. Cameron Schilling,WPG,30,"Oct 7, 1988",United States,182 lbs - 83 kg,6' 2 - 188 cm,D,Left,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 1, 2019",30,,,,1,UFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$250,000",$0,$0
1282. C.J. Suess,WPG,25,"Mar 17, 1994",United States,190 lbs - 86 kg,5'11 - 180 cm,LW,Left,129 - Round 5 - 2014 (WPG),,✓,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"May 31, 2019",25,✔,,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$70,000",$0,$0
1283. Pontus Åberg,TOR,25,"Sep 23, 1993",Sweden,196 lbs - 89 kg,5' 11 - 180 cm,"RW, LW",Right,37 - Round 2 - 2012 (NSH),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 24, 2019",25,,,,1,UFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1284. Cristoval Nieves,NYR,25,"Jan 23, 1994",United States,210 lbs - 95 kg,6' 3 - 191 cm,"C, LW",Left,59 - Round 2 - 2012 (NYR),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Feb 25, 2019",25,,,,1,UFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1285. Jaycob Megna,VGK,26,"Dec 10, 1992",United States,221 lbs - 100 kg,6' 6 - 198 cm,D,Left,210 - Round 7 - 2012 (ANA),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 1, 2019",26,,,,1,UFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$400,000",$0,$0
1286. Ryan Fitzgerald,BOS,24,"Oct 19, 1994",United States,172 lbs - 78 kg,5' 9 - 175 cm,"C, RW",Left,120 - Round 4 - 2013 (BOS),,✓,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 1, 2019",24,✔,,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$90,000",$0,$0
1287. Carter Verhaeghe,TBL,23,"Aug 14, 1995",Canada,181 lbs - 82 kg,6' 1 - 185 cm,C,Left,82 - Round 3 - 2013 (TOR),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 5, 2019",23,✔,,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$200,000",$0,$0
1288. Xavier Ouellet,MTL,25,"Jul 29, 1993",France,196 lbs - 89 kg,6' 0 - 183 cm,D,Left,48 - Round 2 - 2011 (DET),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"May 27, 2019",25,✔,,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$300,000",$0,$0
1289. Kevin Rooney,NJD,26,"May 21, 1993",United States,190 lbs - 86 kg,6' 2 - 188 cm,"RW, C",Left,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Aug 13, 2018",25,✔,,,2,RFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1290. Patrick Sieloff,ANA,25,"May 15, 1994",United States,201 lbs - 91 kg,6'1 - 185 cm,D,Left,42 - Round 2 - 2012 (CGY),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"May 22, 2018",24,✔,,,2,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$725,000","$725,000","$170,000",$0,$0
1291. Michael Carcone,OTT,23,"May 19, 1996",Canada,170 lbs - 77 kg,5'10 - 178 cm,"LW, C",Left,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 15, 2019",23,,,,2,RFA,RFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$85,000",$0,$0
1292. Danick Martel,TBL,24,"Dec 12, 1994",Canada,176 lbs - 80 kg,5' 8 - 173 cm,LW,Left,-,,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 4, 2019",24,✔,,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$200,000",$0,$0
1293. Kevin Czuczman,PIT,28,"Jan 9, 1991",Canada,209 lbs - 95 kg,6' 2 - 188 cm,D,Left,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jun 26, 2019",28,,,,2,UFA,UFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$225,000",$0,$0
1294. Nick DeSimone,SJS,24,"Nov 21, 1994",United States,190 lbs - 86 kg,6' 2 - 188 cm,D,Right,-,,✓,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 11, 2019",24,✔,,,2,RFA,RFA,2021,"$700,000",0.9%,"$700,000","$700,000","$700,000","$175,000",$0,$0
1295. Derek Grant,ANA,29,"Apr 20, 1990",Canada,215 lbs - 98 kg,6' 3 - 191 cm,"RW, C",Left,119 - Round 4 - 2008 (OTT),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jun 20, 2019",29,,,,1,UFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1296. Danny O'Regan,NYR,25,"Jan 30, 1994",Germany,180 lbs - 82 kg,5' 10 - 178 cm,"C, LW",Right,138 - Round 5 - 2012 (SJS),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 1, 2019",25,,,,1,UFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$225,000",$0,$0
1297. Reece Scarlett,DAL,26,"Mar 31, 1993",Canada,185 lbs - 84 kg,6'0 - 183 cm,D,Right,159 - Round 6 - 2011 (NJD),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 1, 2019",26,,,,1,UFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$110,000",$0,$0
1298. Joel Lowry,FLA,27,"Nov 15, 1991",Canada,180 lbs - 82 kg,6' 1 - 185 cm,LW,Left,140 - Round 5 - 2011 (LAK),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 2, 2019",27,,,,1,UFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$110,000",$0,$0
1299. Sam Carrick,ANA,27,"Feb 4, 1992",Canada,204 lbs - 93 kg,6' 0 - 183 cm,C,Right,144 - Round 5 - 2010 (TOR),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jun 27, 2019",27,,,,1,UFA,UFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1300. Peter Cehlárik,BOS,23,"Aug 2, 1995",Slovakia,202 lbs - 92 kg,6' 2 - 188 cm,"LW, RW",Left,90 - Round 3 - 2013 (BOS),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 6, 2019",23,✔,,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$125,000",$0,$0
1301. Peter Cehlárik,BOS,23,"Aug 2, 1995",Slovakia,202 lbs - 92 kg,6' 2 - 188 cm,"LW, RW",Left,90 - Round 3 - 2013 (BOS),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 6, 2019",23,✔,,,1,RFA,RFA,2020,"$700,000",0.9%,"$700,000","$700,000","$700,000","$125,000",$0,$0
